name,first_week,year,inflation,first_week_box
Банкомат,03.05.2012,2012,"1,434751",1211452
Марафон,04.07.2013,2013,"1,328473",1305798
Теснота,04.08.2017,2017,1,1729227
Тряпичный союз,04.03.2016,2016,"1,04",1657663
Играй до смерти,29.03.2012,2012,"1,434751",1200698
Гора самоцветов 3,29.05.2008,2008,"2,018811",852000
Огонь Кристиана Лубутена 3D,11.04.2013,2013,"1,328473",1272000
МУЛЬТ в кино. Выпуск №2,02.04.2015,2015,"1,09096",1547910
Воображариум,06.06.2013,2013,"1,328473",1264606
Прячься!,15.04.2010,2010,"1,673423",1002156
The Doors. When you`re strange,09.12.2010,2010,"1,673423",1000725
Планетариум,02.12.2016,2016,"1,04",1609500
Пеликан,21.07.2011,2011,"1,539488",1062681
Гамба в 3D,09.09.2016,2016,"1,04",1572989
Четверо против банка,08.12.2017,2017,1,1631907
Отцы и дочери,10.03.2017,2017,1,1625000
МУЛЬТ в кино. Выпуск №5,14.05.2015,2015,"1,09096",1474630
Хочу как Бриджет,03.10.2013,2013,"1,328473",1206000
Токийская невеста,16.07.2015,2015,"1,09096",1457185
В доме отца,17.05.2012,2012,"1,434751",1100000
Волшебное королевство Щелкунчика,08.01.2016,2016,"1,04",1511841
Слишком свободный человек,24.02.2017,2017,1,1566116
10 лет спустя,20.12.2012,2012,"1,434751",1089635
Полярные приключения,05.08.2016,2016,"1,04",1494399
Трамбо,19.02.2016,2016,"1,04",1485868
Бугай,09.12.2010,2010,"1,673423",920157
Вспоминая моих печальных шлюх,05.04.2012,2012,"1,434751",1073004
Переполох в общаге 2: Семестр на море,04.01.2007,2007,"2,339802",654240
Другая Бовари,07.05.2015,2015,"1,09096",1402118
Как меня зовут,27.11.2014,2014,"1,202238",1260899
Манглхорн,11.06.2015,2015,"1,09096",1388000
Безумная свадьба,07.08.2014,2014,"1,202238",1257146
Игра без правил,02.06.2011,2011,"1,539488",978477
Меня зовут Кхан,09.09.2010,2010,"1,673423",897964
Жестокий ринг,22.05.2014,2014,"1,202238",1249519
Норвег,18.12.2015,2015,"1,09096",1375000
Голгофа,17.04.2014,2014,"1,202238",1243209
Драйвер на ночь,04.06.2015,2015,"1,09096",1369945
Улики,04.07.2013,2013,"1,328473",1120840
Серьёзный человек,25.02.2010,2010,"1,673423",883445
Волшебный лес,19.09.2013,2013,"1,328473",1105000
Секретный эксперимент,06.02.2014,2014,"1,202238",1217602
Выход через сувенирную лавку,13.05.2010,2010,"1,673423",873454
Музеи Ватикана,11.12.2014,2014,"1,202238",1213029
Атомный Иван,29.03.2012,2012,"1,434751",1015000
Любимчики,06.10.2011,2011,"1,539488",945245
Неслабый пол,20.05.2016,2016,"1,04",1384277
Принцесса-лягушка: Тайна волшебной комнаты,14.07.2017,2017,1,1439370
Не сдавайся,13.10.2011,2011,"1,539488",928761
Oscar Shorts: Фильмы,16.01.2014,2014,"1,202238",1184648
"Прощай, Кристофер Робин",24.11.2017,2017,1,1416752
Последний портрет,12.01.2018,2018,1,1412454
Крутые кексы,04.04.2013,2013,"1,328473",1060007
Всё просто,06.12.2012,2012,"1,434751",978069
Ура! Каникулы!,09.12.2016,2016,"1,04",1349143
Роден,22.09.2017,2017,1,1400000
На гребне,14.08.2014,2014,"1,202238",1163042
Милая Фрэнсис,19.09.2013,2013,"1,328473",1031200
Пылающий остров,19.12.2013,2013,"1,328473",1028381
Тростниковые жабы: Оккупация,14.10.2010,2010,"1,673423",813164
Одинокий мужчина,18.02.2010,2010,"1,673423",809630
Роковая страсть,20.03.2014,2014,"1,202238",1120321
Беглецы,25.09.2014,2014,"1,202238",1118677
Дом в конце времен,21.05.2015,2015,"1,09096",1230972
Половое воспитание,01.10.2015,2015,"1,09096",1222363
Цирк! Цирк! Цирк!,19.01.2012,2012,"1,434751",922489
Приключения Маши в Стране Чудес,18.04.2013,2013,"1,328473",994480
Секс-кукла,03.03.2017,2017,1,1318464
Жить,30.08.2012,2012,"1,434751",915825
Джентльмен грабитель,07.05.2015,2015,"1,09096",1203738
Снова 16,20.02.2014,2014,"1,202238",1090610
Лучшая жизнь,04.08.2011,2011,"1,539488",850000
Танцовщик,19.05.2017,2017,1,1301552
Последняя любовь на Земле,24.11.2011,2011,"1,539488",843750
Экзамен,10.06.2010,2010,"1,673423",775880
Скрижали судьбы,24.03.2017,2017,1,1297000
Автобан,03.03.2017,2017,1,1293675
В тихом омуте,08.07.2016,2016,"1,04",1240000
Невероятные приключения американца в Армении,29.11.2012,2012,"1,434751",897783
Три метра над уровнем неба,03.11.2011,2011,"1,539488",835769
Искусство любить,12.04.2012,2012,"1,434751",890926
Страсть и верность,01.12.2017,2017,1,1265000
"Я, Дэниел Блэйк",28.10.2016,2016,"1,04",1215000
МУЛЬТ в кино. Выпуск №12,27.08.2015,2015,"1,09096",1152343
Проклятие Спящей красавицы,03.06.2016,2016,"1,04",1198995
"Добро пожаловать на Юг 2, или Соседям вход воспрещен",05.01.2018,2018,1,1246445
Инфекция,03.09.2015,2015,"1,09096",1138256
Дневник мамы первоклассника,30.10.2014,2014,"1,202238",1029041
Спасение,24.09.2015,2015,"1,09096",1124892
Лучшие дни впереди,24.10.2013,2013,"1,328473",919888
Афера по-английски,17.03.2017,2017,1,1221786
Иллюзионист,16.12.2010,2010,"1,673423",729403
Любовь без обязательств,11.12.2015,2015,"1,09096",1117018
Дочь Бога,09.09.2016,2016,"1,04",1167252
"Sex, кофе, сигареты",27.11.2014,2014,"1,202238",1009575
Друзья,25.03.2016,2016,"1,04",1164250
Лесной патруль,22.05.2014,2014,"1,202238",1006652
Коммивояжер,03.02.2017,2017,1,1195023
Цимбелин,05.03.2015,2015,"1,09096",1094192
Пальмы в снегу,08.04.2016,2016,"1,04",1146506
Бабай,11.12.2014,2014,"1,202238",990429
Конгресс,13.03.2014,2014,"1,202238",987960
Любовь не за горами,16.12.2016,2016,"1,04",1141097
Царство красоты,05.03.2015,2015,"1,09096",1084743
Антропоид,23.06.2017,2017,1,1182950
Бивень,16.10.2014,2014,"1,202238",980227
Фонограмма страсти,11.02.2010,2010,"1,673423",703805
Роковое влечение,08.07.2016,2016,"1,04",1130665
Гора самоцветов 5,30.09.2010,2010,"1,673423",701126
Шанхайский перевозчик,27.10.2017,2017,1,1162990
Король обезьян,18.03.2016,2016,"1,04",1113028
"Мужчина, которого слишком сильно любили",02.10.2014,2014,"1,202238",961209
МУЛЬТ в кино. Выпуск №31,13.05.2016,2016,"1,04",1106343
Моя большая греческая свадьба 2,18.11.2016,2016,"1,04",1102550
Как я теперь люблю,09.01.2014,2014,"1,202238",949741
2016: Конец ночи,08.12.2011,2011,"1,539488",739834
Яна+Янко,14.04.2017,2017,1,1138822
Как Витька Чеснок вез Леху Штыря в дом инвалидов,20.10.2017,2017,1,1134642
Одержимость,30.10.2014,2014,"1,202238",941860
Гора самоцветов 6,01.09.2011,2011,"1,539488",735000
Соль Земли,16.07.2015,2015,"1,09096",1032053
Большой Лебовски,28.03.2013,2013,"1,328473",847113
Дама в очках и с ружьем в автомобиле,22.10.2015,2015,"1,09096",1030080
Долгое падение,15.05.2014,2014,"1,202238",933709
Шоссе в никуда,19.05.2017,2017,1,1112517
"Голубь сидел на ветке, размышляя о бытии",02.07.2015,2015,"1,09096",1015000
Русские евреи. Фильм второй. 1918-1948,24.03.2017,2017,1,1100289
Женщина и мужчины,28.04.2011,2011,"1,539488",711329
В первый раз,07.02.2013,2013,"1,328473",822223
Не отпускай меня,10.03.2011,2011,"1,539488",705046
Ужин,10.11.2017,2017,1,1085389
Ренуар. Последняя любовь,07.03.2013,2013,"1,328473",800274
Захочу и соскочу,23.06.2017,2017,1,1061485
Твин Пикс: Сквозь огонь,19.05.2017,2017,1,1054696
Тайна темной комнаты,30.10.2014,2014,"1,202238",876914
Сын Саула,15.04.2016,2016,"1,04",1010000
Секреты секса и любви,16.09.2016,2016,"1,04",1009702
Тридцать седьмой роман,12.05.2011,2011,"1,539488",682100
Хулиган,02.07.2015,2015,"1,09096",961731
Возмутитель спокойствия,10.10.2013,2013,"1,328473",785510
Унижение,19.02.2015,2015,"1,09096",951922
Дом терпимости,13.12.2012,2012,"1,434751",716880
Эверли,26.02.2015,2015,"1,09096",939129
В лучах солнца,28.10.2016,2016,"1,04",984246
Если б я была мужчиной,21.04.2017,2017,1,1021285
Гарри Поттер и Тайная комната,21.10.2016,2016,"1,04",979850
Дочь,29.11.2012,2012,"1,434751",710000
Ржавчина и кость,24.01.2013,2013,"1,328473",765105
Богиня,01.08.2013,2013,"1,328473",765000
Как поднять миллион. Исповедь Z@drota,11.03.2016,2016,"1,04",974000
Уна,31.03.2017,2017,1,1012390
Магазинчик самоубийств 3D,07.03.2013,2013,"1,328473",760990
Петсон и Финдус. Маленький мучитель – большая дружба,24.03.2017,2017,1,1010693
Измеряя мир,11.04.2013,2013,"1,328473",759925
Шери,25.02.2010,2010,"1,673423",602195
Последний романтик планеты Земля,11.11.2010,2010,"1,673423",601212
Ромео + Джульетта,14.02.2013,2013,"1,328473",756206
Сюрприз,17.09.2015,2015,"1,09096",918000
3 сердца,25.12.2014,2014,"1,202238",831000
Прислуга,16.02.2012,2012,"1,434751",692820
Охранник,04.08.2017,2017,1,983559
Помнить,25.03.2016,2016,"1,04",939328
Лайф,25.03.2016,2016,"1,04",938354
В постели с Викторией,21.10.2016,2016,"1,04",934938
Атака на Пёрл-Харбор,28.03.2013,2013,"1,328473",731577
Виски с молоком,22.09.2011,2011,"1,539488",630000
Секс и ничего лишнего,14.03.2013,2013,"1,328473",729069
Вдохновляющая любовь,15.09.2017,2017,1,965600
Короли рулетки,13.09.2012,2012,"1,434751",669000
Непокоренный,13.05.2010,2010,"1,673423",570831
О чем говорят французские мужчины,01.11.2012,2012,"1,434751",665605
Почтальон Пэт,18.09.2014,2014,"1,202238",790803
Борг/Макинрой,06.10.2017,2017,1,948311
Париж любой ценой,14.11.2013,2013,"1,328473",712315
Дэвид Линч: Жизнь в искусстве,14.04.2017,2017,1,945673
Единичка,11.06.2015,2015,"1,09096",859468
Долгая счастливая жизнь,11.04.2013,2013,"1,328473",700403
Испанец,11.10.2012,2012,"1,434751",648240
Новости с планеты Марс,15.07.2016,2016,"1,04",887350
Максимальный удар,01.12.2017,2017,1,918667
Сексуальные хроники французской семьи,15.11.2012,2012,"1,434751",639754
Рики,04.06.2009,2009,"1,80897",503923
Инородное тело,18.12.2014,2014,"1,202238",755965
Звуки шума,07.04.2011,2011,"1,539488",590043
Похождения бравого солдата Швейка,15.11.2012,2012,"1,434751",632250
Зачётный препод,04.12.2014,2014,"1,202238",748254
Декамерон,24.09.2015,2015,"1,09096",823200
Зильс-Мария,23.10.2014,2014,"1,202238",745500
Криминальное чтиво,27.12.2012,2012,"1,434751",622982
Снежные приключения Солана и Людвига,05.03.2015,2015,"1,09096",815360
Храбрый плавник,24.01.2013,2013,"1,328473",666744
Сент-Амур: Удовольствия любви,27.05.2016,2016,"1,04",851438
Oscar Shorts 2017: Фильмы,24.03.2017,2017,1,884776
Мишень,07.07.2011,2011,"1,539488",574017
МУЛЬТ в кино. Выпуск №7,11.06.2015,2015,"1,09096",808723
Цезарь должен умереть,23.08.2012,2012,"1,434751",614560
Сила воли,15.07.2016,2016,"1,04",846942
Тельма,24.11.2017,2017,1,877709
Еще один мальчишник,07.10.2016,2016,"1,04",842580
Гольциус и Пеликанья компания,12.09.2013,2013,"1,328473",658420
Вирус,18.11.2016,2016,"1,04",838017
Любовь-морковь по-французски,17.11.2017,2017,1,870729
Час призраков 2,16.10.2014,2014,"1,202238",724243
Самозванец,22.11.2012,2012,"1,434751",605990
Чудеса в Париже,11.08.2017,2017,1,868847
Тираннозавр,15.03.2012,2012,"1,434751",602233
Дневник горничной,02.07.2015,2015,"1,09096",787372
МУЛЬТ в кино. Выпуск №6,04.06.2015,2015,"1,09096",784206
Одна война,08.04.2010,2010,"1,673423",510276
Прекрасные дни в Аранхуэсе,10.02.2017,2017,1,853038
Душа шпиона,08.10.2015,2015,"1,09096",781017
Европа – Азия,04.02.2010,2010,"1,673423",509121
Ложные признания,06.01.2017,2017,1,850170
Это твой день,10.04.2014,2014,"1,202238",706138
Тайный знак,07.04.2011,2011,"1,539488",551020
Земля медведей,30.01.2014,2014,"1,202238",703610
Мы ещё здесь,18.12.2015,2015,"1,09096",772157
Летняя ночь в Барселоне,10.04.2014,2014,"1,202238",698193
Откровения,17.05.2012,2012,"1,434751",583848
Зип и Зап. Клуб стеклянных шариков,04.09.2014,2014,"1,202238",695662
Рок на Востоке,13.11.2015,2015,"1,09096",765055
Вишенка на новогоднем торте,20.12.2012,2012,"1,434751",581137
Институт Роузвуд,07.07.2017,2017,1,823923
Дом моих кошмаров,06.10.2017,2017,1,822567
То лето страсти,20.10.2011,2011,"1,539488",534051
Мишки Буни: Тайна цирка,05.08.2016,2016,"1,04",788003
Рождественская ночь в Барселоне,25.12.2015,2015,"1,09096",751000
Я и ты,12.05.2017,2017,1,811200
Йоганутые,29.07.2016,2016,"1,04",779022
Звериный отряд,29.01.2015,2015,"1,09096",740278
Моя Госпожа,27.11.2014,2014,"1,202238",670000
Банкрот,19.08.2010,2010,"1,673423",478360
Оскар 2015. Короткий метр: Игровое кино,02.04.2015,2015,"1,09096",732890
Последний поворот,16.09.2016,2016,"1,04",767484
Сомнамбула,21.02.2013,2013,"1,328473",599696
Гарри Поттер и узник Азкабана,21.10.2016,2016,"1,04",755562
Пьета,22.11.2012,2012,"1,434751",541834
Учитель на замену,10.05.2012,2012,"1,434751",539239
"Боже, благослови Америку!",31.05.2012,2012,"1,434751",538545
Детство лидера,09.09.2016,2016,"1,04",740111
Кастинг для злодея,23.02.2012,2012,"1,434751",528320
Девушка и смерть,16.05.2013,2013,"1,328473",565487
Байкальские каникулы,19.02.2016,2016,"1,04",720000
Невидимый мир,22.08.2013,2013,"1,328473",562126
1915,23.04.2015,2015,"1,09096",683773
1915,23.04.2015,2015,"1,09096",683773
Русские евреи. Фильм первый. До революции.,15.04.2016,2016,"1,04",716791
Здорово и вечно,20.11.2014,2014,"1,202238",608665
Не видать нам Париж как своих ушей,16.04.2015,2015,"1,09096",670000
Битва полов,08.12.2017,2017,1,729295
Старый Новый год,02.02.2012,2012,"1,434751",507228
Парклэнд,09.01.2014,2014,"1,202238",605181
Желтоглазые крокодилы,26.06.2014,2014,"1,202238",604493
Я буду рядом,06.12.2012,2012,"1,434751",506350
Грозовой перевал,15.03.2012,2012,"1,434751",505243
Sexy Shorts 2,07.10.2016,2016,"1,04",686658
Образцовые семьи,01.04.2016,2016,"1,04",686450
Голова-ластик,19.05.2017,2017,1,710590
Ма Ма,04.12.2015,2015,"1,09096",650410
Охотник,10.05.2012,2012,"1,434751",492960
Золотое сечение,17.06.2010,2010,"1,673423",422268
Дневники нимфоманки,04.02.2010,2010,"1,673423",420290
Топ-модель,06.05.2016,2016,"1,04",675119
Русские евреи. Фильм третий. После 1948 года,22.09.2017,2017,1,700570
Мой любимый динозавр,05.01.2018,2018,1,700451
Песнь заката,04.03.2016,2016,"1,04",670000
Разговор,11.04.2013,2013,"1,328473",520638
1+1. Нарушая правила,11.08.2017,2017,1,688643
Сломленные,08.11.2012,2012,"1,434751",478813
Oscar Shorts: Мультфильмы,16.01.2014,2014,"1,202238",570345
Клетка,17.09.2015,2015,"1,09096",625422
Киллер поневоле,12.05.2017,2017,1,681950
Влюбленный скорпион,22.08.2013,2013,"1,328473",510754
Fantastic Shorts,27.11.2014,2014,"1,202238",564078
Рок Апокалипсис,09.07.2015,2015,"1,09096",620095
Мой ангел,28.07.2017,2017,1,676473
Окно в лето,07.06.2012,2012,"1,434751",470380
"Фламенко, фламенко",18.08.2011,2011,"1,539488",438335
Воспоминания о будущем,28.05.2015,2015,"1,09096",617554
Убойные серферы,29.08.2013,2013,"1,328473",502000
Западня,06.05.2016,2016,"1,04",638699
Группа 7,07.02.2013,2013,"1,328473",499201
Тропы,14.08.2014,2014,"1,202238",550637
Уедем к чёртовой бабушке,21.07.2017,2017,1,660656
Багровый цвет снегопада,21.06.2012,2012,"1,434751",459230
Что-то не так с Кевином,19.01.2012,2012,"1,434751",458082
Сохрани мою речь навсегда,22.10.2015,2015,"1,09096",601699
МУЛЬТ в кино. Выпуск №9,16.07.2015,2015,"1,09096",599547
Такса,23.09.2016,2016,"1,04",625971
Экстази,20.09.2012,2012,"1,434751",450090
Икона сезона,28.03.2013,2013,"1,328473",485213
МУЛЬТ в кино. Выпуск №8,02.07.2015,2015,"1,09096",589700
Моя маленькая принцесса,19.01.2012,2012,"1,434751",443117
Убойная стрижка,27.05.2016,2016,"1,04",610699
Людвиг Баварский,28.03.2013,2013,"1,328473",477000
На Байкал,02.02.2012,2012,"1,434751",440000
Отважная Лифи,10.05.2012,2012,"1,434751",439610
Приключения маленьких итальянцев,30.10.2014,2014,"1,202238",524006
Дом у озера,26.02.2016,2016,"1,04",605370
Коммуна,22.04.2016,2016,"1,04",605000
Ледяной лес,19.03.2015,2015,"1,09096",573877
Белоснежка,28.03.2013,2013,"1,328473",471133
4 дня в мае,16.02.2012,2012,"1,434751",435980
Оз: Нашествие летучих обезьян,02.04.2015,2015,"1,09096",573092
Море в огне,15.07.2016,2016,"1,04",596828
Строго на запад,22.01.2016,2016,"1,04",594498
Час призраков,27.02.2014,2014,"1,202238",511663
28 спален,14.03.2013,2013,"1,328473",462180
Молодая женщина,05.01.2018,2018,1,610973
Ограбление по-казахски,22.04.2016,2016,"1,04",584148
Перед полуночью,18.07.2013,2013,"1,328473",456227
Инфекция: Фаза 2,06.11.2015,2015,"1,09096",554360
Дом ветра,20.10.2011,2011,"1,539488",392140
Рай: Любовь,23.08.2012,2012,"1,434751",420625
Феникс,02.04.2015,2015,"1,09096",551000
Теория заговора,25.09.2014,2014,"1,202238",499362
Слон,04.10.2012,2012,"1,434751",418120
Время псов,09.06.2017,2017,1,599641
Домик в сердце,12.02.2015,2015,"1,09096",548500
Райские кущи,27.11.2015,2015,"1,09096",544964
Маргарита,20.05.2016,2016,"1,04",570194
Буря,21.07.2011,2011,"1,539488",384000
Мамонт,25.03.2010,2010,"1,673423",351000
"Прощай, Париж",19.09.2013,2013,"1,328473",440000
Kiss: Жизнь в Лас-Вегасе,27.05.2016,2016,"1,04",562000
Ни минуты покоя,06.11.2015,2015,"1,09096",534480
Белая лента,04.03.2010,2010,"1,673423",346750
МУЛЬТ в кино. Выпуск №11,13.08.2015,2015,"1,09096",527535
Волчье логово,08.10.2015,2015,"1,09096",527283
Последний рейс,18.12.2014,2014,"1,202238",477210
Присутствие великолепия,13.09.2012,2012,"1,434751",398000
Взорвать Гитлера,29.04.2016,2016,"1,04",545000
Папаша,13.09.2012,2012,"1,434751",394878
Праздник взаперти,13.12.2012,2012,"1,434751",392847
Небо под сердцем,05.04.2012,2012,"1,434751",385772
Гангстердам,20.10.2017,2017,1,551619
Невероятная тайна Лулу,11.12.2015,2015,"1,09096",505210
Пристегните ремни,02.10.2014,2014,"1,202238",457072
Вход в пустоту,06.05.2010,2010,"1,673423",327960
Тётушки,09.01.2014,2014,"1,202238",455956
Трансформация,03.02.2017,2017,1,547217
4:44 Последний день на Земле,19.07.2012,2012,"1,434751",381116
Выходные!,06.01.2011,2011,"1,539488",354893
Зоология,25.11.2016,2016,"1,04",525000
Без ума от любви,03.06.2016,2016,"1,04",524391
Дом на обочине,09.02.2012,2012,"1,434751",377356
Красавица из трущоб,24.05.2012,2012,"1,434751",375923
Холостые выстрелы,17.02.2011,2011,"1,539488",350000
Страх и ненависть в Лас-Вегасе,02.05.2013,2013,"1,328473",404714
МУЛЬТ в кино. Выпуск №10,23.07.2015,2015,"1,09096",492567
Частное пионерское,19.09.2013,2013,"1,328473",401677
Тэли и Толи,02.09.2016,2016,"1,04",512169
Бегущая от реальности,18.11.2016,2016,"1,04",512000
Жизнь Кабачка,02.06.2017,2017,1,532255
RomCom Shorts. Смех по любви,01.07.2016,2016,"1,04",511480
Хичкок/Трюффо,01.04.2016,2016,"1,04",509916
Кафе де Флор,03.05.2012,2012,"1,434751",368173
Мистер Ганджубас,23.02.2012,2012,"1,434751",367520
Сфера колдовства,29.03.2012,2012,"1,434751",367348
Чужая страна,18.03.2016,2016,"1,04",504000
Пионеры-герои,18.06.2015,2015,"1,09096",476300
В следующий раз я буду стрелять в сердце,16.07.2015,2015,"1,09096",476000
Черная бабочка,09.06.2017,2017,1,513696
Три сестры,20.10.2017,2017,1,512029
Что-то в воздухе,06.06.2013,2013,"1,328473",383535
Дневник лесбиянки,15.07.2010,2010,"1,673423",304410
Смех по любви,16.06.2017,2017,1,507000
Неупокоенная,30.04.2015,2015,"1,09096",464021
Gimme Danger. История Игги и The Stooges,25.11.2016,2016,"1,04",485296
Наши любовники,07.10.2016,2016,"1,04",484278
Их первая ночь,30.08.2012,2012,"1,434751",350257
Харакири 3D,28.06.2012,2012,"1,434751",349060
Кто эти люди?,10.02.2017,2017,1,500181
Детородные,29.08.2013,2013,"1,328473",375036
Хармс,03.11.2017,2017,1,497917
Жена художника,03.01.2013,2013,"1,328473",373516
Зимняя спячка,28.08.2014,2014,"1,202238",410245
Sci-Fi Shorts,19.05.2017,2017,1,492350
Иуда,20.03.2014,2014,"1,202238",408857
Субмарина,01.09.2011,2011,"1,539488",317643
Самая одинокая планета,08.11.2012,2012,"1,434751",339363
Остров забвения: Харука и волшебное зеркало,07.10.2010,2010,"1,673423",290840
сНежное шоу 3D,28.06.2012,2012,"1,434751",338098
Шеф,27.10.2017,2017,1,485000
Ханна: Нерасказанная история буддизма,16.06.2017,2017,1,484100
Любовь втроем,16.06.2011,2011,"1,539488",312833
Драконы Нью-Йорка,18.09.2014,2014,"1,202238",399895
Сибирь. Монамур,10.11.2011,2011,"1,539488",311100
Танец Дели,06.12.2012,2012,"1,434751",332291
Патэма наоборот,03.04.2014,2014,"1,202238",394440
Люмьеры!,11.08.2017,2017,1,472954
Осколки,03.11.2017,2017,1,471342
Опасные каникулы,11.11.2016,2016,"1,04",452124
"Сусана, ты меня убиваешь",18.08.2017,2017,1,467926
Джо,01.05.2014,2014,"1,202238",387184
Пациенты,26.03.2015,2015,"1,09096",425903
Пираты Эгейского моря,27.08.2015,2015,"1,09096",425044
Телохранители и убийцы,05.08.2010,2010,"1,673423",276490
Сокровище,06.05.2010,2010,"1,673423",274806
Закон рынка,20.05.2016,2016,"1,04",435000
В краю крови и меда,29.03.2012,2012,"1,434751",315091
Новые русские,04.06.2015,2015,"1,09096",412753
Жизнь за один день,16.06.2011,2011,"1,539488",291673
Что творят немецкие мужчины,25.07.2013,2013,"1,328473",336878
Полетта,31.05.2013,2013,"1,328473",334785
Абсолютная власть,28.10.2016,2016,"1,04",426995
Джордж Харрисон: Жизнь в материальном мире,23.08.2012,2012,"1,434751",305114
Танцующий в пустыне,05.02.2016,2016,"1,04",418311
Гоп-стоп,28.04.2011,2011,"1,539488",282287
Невидимая,07.06.2012,2012,"1,434751",302000
"То, что её заводит",29.03.2012,2012,"1,434751",302000
Из Уфы с любовью,21.04.2017,2017,1,432419
Машина Джейн Мэнсфилд,26.09.2013,2013,"1,328473",325000
Выход,28.07.2017,2017,1,430000
Источник,04.11.2016,2016,"1,04",412703
Кино про Алексеева,16.10.2014,2014,"1,202238",353685
Песнь моря,27.08.2015,2015,"1,09096",389705
Кольца мира,17.06.2016,2016,"1,04",408428
Далеко по соседству,04.08.2011,2011,"1,539488",274186
Развод Надера и Симин,24.11.2011,2011,"1,539488",273860
Любовь – это идеальное преступление,17.04.2014,2014,"1,202238",350362
Женщина во дворе,04.09.2014,2014,"1,202238",350000
"Камилла Клодель, 1915",11.07.2013,2013,"1,328473",315626
Материнство,28.01.2010,2010,"1,673423",250000
Министр,15.09.2017,2017,1,417576
Эдвард руки-ножницы,28.02.2013,2013,"1,328473",313704
Мать и дитя,22.07.2010,2010,"1,673423",249000
Фрэнк,05.06.2014,2014,"1,202238",345400
Подруга наполовину,01.09.2017,2017,1,414700
Пазл любви,15.03.2012,2012,"1,434751",288000
Антон Чехов,29.04.2016,2016,"1,04",397207
Белое вино из Баббудойу,19.05.2017,2017,1,412971
Страсть не знает преград,29.04.2010,2010,"1,673423",246615
Переполох на районе,21.03.2013,2013,"1,328473",309649
Мальчик с велосипедом,22.03.2012,2012,"1,434751",285878
Рай: Вера,28.03.2013,2013,"1,328473",307642
Далеко на Север,03.11.2017,2017,1,408175
Вторая жизнь Уве,08.07.2016,2016,"1,04",392437
После Люсии,04.10.2012,2012,"1,434751",284103
Большой Вавилон,05.02.2016,2016,"1,04",389620
Кого хочу я больше,14.07.2011,2011,"1,539488",262835
Неоконченный роман,16.02.2012,2012,"1,434751",282000
Скольжение,11.06.2015,2015,"1,09096",370301
Дурак,11.12.2014,2014,"1,202238",335457
Дети 90-х,13.11.2015,2015,"1,09096",368788
Холостяки в отрыве,08.05.2014,2014,"1,202238",334280
Любовь по рецепту,15.08.2013,2013,"1,328473",301962
Простая история,19.08.2016,2016,"1,04",385000
Месть,28.04.2011,2011,"1,539488",259677
Шантрапа,05.05.2011,2011,"1,539488",258212
Клан,19.02.2016,2016,"1,04",381076
"Привет, мне пора",07.02.2013,2013,"1,328473",295844
Давай сделаем ребенка,01.08.2013,2013,"1,328473",294560
Свингер,17.11.2017,2017,1,390748
Только представь!,18.04.2013,2013,"1,328473",292034
Я видел дьявола,14.07.2011,2011,"1,539488",251550
ПоцелуйчИК,22.07.2010,2010,"1,673423",230269
Стив Джобс. Потерянное интервью,18.10.2012,2012,"1,434751",266354
Последнее завещание Нобеля,12.04.2012,2012,"1,434751",266335
Отель романтических свиданий,02.01.2014,2014,"1,202238",316987
Приходит дракон,03.06.2016,2016,"1,04",365739
Гранд Централ. Любовь на атомы,16.01.2014,2014,"1,202238",315455
"Пойми меня, если сможешь",04.09.2014,2014,"1,202238",314773
Неуловимый Люк,18.08.2011,2011,"1,539488",245654
Хани мани,22.04.2016,2016,"1,04",362830
Златан. Начало,20.05.2016,2016,"1,04",360795
Форс-мажор,23.04.2015,2015,"1,09096",342613
Шнайдер против Бакса,13.11.2015,2015,"1,09096",342390
Нина навсегда,26.02.2016,2016,"1,04",357000
Хороший доктор,04.04.2013,2013,"1,328473",279313
Назад в будущее,27.06.2013,2013,"1,328473",278754
Мой сын,29.09.2017,2017,1,370227
Мой убийца,04.11.2016,2016,"1,04",355165
Секс-Трип,08.09.2017,2017,1,368920
Развод по собственному желанию,10.09.2015,2015,"1,09096",337914
Загадай желание,02.12.2016,2016,"1,04",354024
Охота,21.02.2013,2013,"1,328473",277092
Black Comedy Shorts,13.05.2016,2016,"1,04",350611
Однажды в лесу,29.05.2014,2014,"1,202238",300216
Аквариум,28.01.2010,2010,"1,673423",214740
Не в моём вкусе,06.05.2016,2016,"1,04",342439
Под давлением,22.08.2013,2013,"1,328473",267518
Правила жизни французского парня,27.11.2014,2014,"1,202238",295479
"Карты, деньги, два ствола",25.07.2013,2013,"1,328473",266492
Гибби,23.12.2016,2016,"1,04",340000
Большая вечеринка,27.09.2012,2012,"1,434751",245454
Чего хочет Джульетта,08.12.2017,2017,1,350000
Волшебная страна,19.02.2015,2015,"1,09096",319031
Одна миллиардная доля,21.08.2014,2014,"1,202238",287000
Виктория,11.06.2015,2015,"1,09096",316130
Пришелец из космоса,12.07.2012,2012,"1,434751",240310
7 диких историй о превратностях судьбы,02.12.2016,2016,"1,04",331000
Джими Хендрикс,18.09.2014,2014,"1,202238",286280
13 убийц,06.10.2011,2011,"1,539488",223071
Маменькин сынок,11.11.2016,2016,"1,04",329345
Зимняя песня,06.05.2016,2016,"1,04",327224
Гавр,21.06.2012,2012,"1,434751",237000
Роль,03.10.2013,2013,"1,328473",255842
Счастье быть одной,03.03.2017,2017,1,338456
